"hotelNo","hotelName","address1","address2","postalCode","areaCode","areaName","","","","","","","","","","","","",""
"175949","【記念日旅行、家族旅行、グループ旅行、女子会に最適！】空を見上げると東京タワーが目の前に！／民泊","東京都","港区東麻布2-15-9　Ａｚａｂｕ　Ｍｏｄｅｒｎ　Ｈｏｕｓｅ","106-0044","C","赤坂・六本木・霞ヶ関・永田町","","","","","","","","","","","","",""
"178502","Ｂｉｎｅｍｕ","東京都","港区東麻布3-4-16","106-0044","C","赤坂・六本木・霞ヶ関・永田町","","","","","","","","","","","","",""
"180808","マツリホテル第２クワムラビル４Ｆ","東京都","港区赤坂3-9-15　第2クワムラビル4階","107-0052","C","赤坂・六本木・霞ヶ関・永田町","","","","","","","","","","","","",""
"183144","ケンズプレイス麻布台","東京都","港区東麻布2-9-5","106-0064","C","赤坂・六本木・霞ヶ関・永田町","","","","","","","","","","","","",""
"183563","Ｌ＆Ｐ　ＨＯＴＥＬ","東京都","港区赤坂4-7-1","107-0052","C","赤坂・六本木・霞ヶ関・永田町","","","","","","","","","","","","",""
"185125","Ａｌｔ　Ｓｔａｙ麻布Ｅａｓｔ／民泊","東京都","港区東麻布2-4-11　Ａｌｔ　Ｓｔａｙ麻布Ｅａｓｔ","106-0044","C","赤坂・六本木・霞ヶ関・永田町","","","","","","","","","","","","",""
"190456","ＴＲＡＶＥＬＥＲＺ　ＡＫＡＳＡＫＡ　３０２／民泊","東京都","港区赤坂2-20-7　第2成光ビル302","107-0052","C","赤坂・六本木・霞ヶ関・永田町","","","","","","","","","","","","",""
"190459","ＴＲＡＶＥＬＥＲＺ　ＡＫＡＳＡＫＡ　３０１／民泊","東京都","港区赤坂2-20-7　第2成光ビル３0１","107-0052","C","赤坂・六本木・霞ヶ関・永田町","","","","","","","","","","","","",""
"197710","ホテル木下　赤坂","東京都","港区赤坂3-15-13","107-0052","C","赤坂・六本木・霞ヶ関・永田町","","","","","","","","","","","","",""
"199442","Ｒｅｓｉｄｅｎｃｅ　＆　Ｓｔａｙ　半蔵門","東京都","千代田区平河町1-9-10 MEIKOUビル","102-0093","C","赤坂・六本木・霞ヶ関・永田町","","","","","","","","","","","","",""
"197434","ＨＯＴＥＬ　ＥＮＳＯ　ＴＯＫＹＯ　赤坂","東京都","港区赤坂3-9-3　赤坂見附駅前ビル4F","107-0052","C","赤坂・六本木・霞ヶ関・永田町","","","","","","","","","","","","",""
"70328","東急ステイ青山プレミア","東京都","港区南青山2-27-18","107-0062","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"41704","東急ステイ目黒・祐天寺","東京都","目黒区祐天寺2-15-7","153-0052","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"14112","ＪＲ東日本ホテルメッツ渋谷","東京都","渋谷区渋谷3-29-17","150-0002","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"41705","東急ステイ用賀","東京都","世田谷区用賀4-4-1","158-0097","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"5531","ホテルサーブ渋谷","東京都","目黒区大橋 2-24-4","153-0044","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"183333","オリンピックイン渋谷","東京都","目黒区大橋2-22-6","153-0044","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"29764","サクラ・フルール　青山","東京都","渋谷区渋谷2-14-15","150-0002","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"138039","アパホテル〈渋谷道玄坂上〉","東京都","渋谷区円山町20-1","150-0044","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"137045","ホテルアベスト目黒","東京都","品川区上大崎2-26-5","141-0021","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"136846","ドーミーインＰＲＥＭＩＵＭ渋谷神宮前（ドーミーイン・御宿野乃　ホテルズグループ）","東京都","渋谷区神宮前6-24-4","150-0001","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"11275","セルリアンタワー東急ホテル","東京都","渋谷区桜丘町26-1","150-8512","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"68640","ネストホテルオルト目黒駅前","東京都","目黒区下目黒1-2-19","153-0064","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"1746","ｔｈｅ　ｂ　三軒茶屋（ザビー　さんげんぢゃや）","東京都","世田谷区太子堂2-17-9","154-0004","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"12695","ドーミーインＥＸＰＲＥＳＳ目黒青葉台（ドーミーイン・御宿野乃　ホテルズグループ）","東京都","目黒区青葉台3-21-8 ","153-0042","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"17506","ＫＫＲホテル中目黒（国家公務員共済組合連合会目黒宿泊所）","東京都","目黒区東山 1-27-15","153-0043","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"147553","二子玉川エクセルホテル東急","東京都","世田谷区玉川1-14-1","158-0094","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"178375","目黒ホリックホテル","東京都","目黒区目黒1-3-14","153-0063","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"197838","東急ステイ渋谷　恵比寿（２０２６年３月１７日オープン）","東京都","渋谷区恵比寿西1-9-5","150-0021","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"41703","東急ステイ渋谷新南口","東京都","渋谷区渋谷3-26-21","150-0002","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"179886","由縁別邸　代田","東京都","世田谷区代田2-31-26","155-0033","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"4778","渋谷エクセルホテル東急","東京都","渋谷区道玄坂1-12-2（渋谷マークシティ内）","150-0043","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"187581","ホテルレジデンス大橋会館　ｂｙ　Ｒｅ－ｒｅｎｔ　Ｒｅｓｉｄｅｎｃｅ","東京都","目黒区東山3-7-11","153-0043","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"167550","ＳＨＩＢＵＹＡ　ＳＴＲＥＡＭ　ＨＯＴＥＬ","東京都","渋谷区渋谷3-21-3","150-0002","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"178212","Ｔａｂｉｓｔ　ホテルニューワシントン　渋谷","東京都","渋谷区神山町6-2","150-0047","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"1770","渋谷東武ホテル","東京都","渋谷区宇田川町3-1","150-0042","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"135362","ドシー恵比寿","東京都","渋谷区恵比寿1-8-1","150-0013","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"1133","シェラトン都ホテル東京","東京都","港区白金台1-1-50","108-8640","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"509","渋谷東急ＲＥＩホテル","東京都","渋谷区渋谷1-24-10","150-0002","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"183706","ａｌｌ　ｄａｙ　ｐｌａｃｅ　ｓｈｉｂｕｙａ","東京都","渋谷区渋谷1-17-1","150-0002","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"166445","ザ・ワンファイブ東京渋谷","東京都","渋谷区神南1-8-11","150-0041","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"179471","プリンス　スマート　イン　恵比寿","東京都","渋谷区恵比寿南３丁目１１番２５号","150-0022","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"149006","ＣＯＭＭＵＮ　ＳＨＩＢＵＹＡ（コミュン　渋谷）","東京都","渋谷区桜丘町22-19","150-0031","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"20608","ビジネスホテル経堂","東京都","世田谷区経堂1-26-12","156-0052","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"41708","東急ステイ渋谷　（道玄坂上）","東京都","渋谷区神泉町8-14","150-0045","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"179182","ｓｅｑｕｅｎｃｅ　ＭＩＹＡＳＨＩＴＡ　ＰＡＲＫ","東京都","渋谷区神宮前6-20-10　MIYASHITA PARK North","150-0001","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"19745","渋谷クレストンホテル","東京都","渋谷区神山町10-8","150-0047","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"164463","ａｌｍｏｎｄ　ｈｏｓｔｅｌ　＆　ｃａｆｅ","東京都","渋谷区元代々木町1-7","151-0062","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"27747","フレックステイイン白金","東京都","港区白金5-10-15","108-0072","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"146136","やどかん","東京都","世田谷区代田3-58-1","155-0033","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"7536","ウェスティンホテル東京","東京都","目黒区三田1-4-1 恵比寿ガーデンプレイス内","153-8580","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"52992","渋谷グランベルホテル","東京都","渋谷区桜丘町15-17","150-0031","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"188439","ホテルグラフィー渋谷（ＨＯＴＥＬ　ＧＲＡＰＨＹ　渋谷）","東京都","渋谷区東1-29-3","150-0011","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"158899","サウナ＆カプセルミナミ　学芸大店","東京都","目黒区鷹番3-9-9","152-0004","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"166349","ザ　ミレニアルズ渋谷（ＴＨＥ　ＭＩＬＬＥＮＮＩＡＬＳ）","東京都","渋谷区神南1-20-13","150-0041","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"182685","ＭＵＳＴＡＲＤ　ＨＯＴＥＬ　ＳＨＩＭＯＫＩＴＡＺＡＷＡ","東京都","世田谷区北沢3-9-19","155-0031","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"167308","恵比寿ホリックホテル","東京都","渋谷区恵比寿南1-16-8　","150-0022","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"166090","Ｔｕｒｎ　Ｔａｂｌｅ","東京都","渋谷区神泉町10-3","150-0045","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"184642","ホテル　ダイヤモンド","東京都","渋谷区道玄坂2-28-9","150-0043","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"192928","ｌｙｆ渋谷東京（ライフ渋谷東京）","東京都","渋谷区宇田川町4-3","150-0042","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"197707","ＢｏｏｋＴｅａＢｅｄ　渋谷","東京都","渋谷区円山町1-17","150-0044","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"197443","フォーポイント　フレックス　ｂｙ　シェラトン　東京渋谷ウエスト","東京都","目黒区大橋2-22-7","153-0044","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"194937","目黒みどりホテル　＾","東京都","品川区上大崎2-13-41　目黒みどりホテル","141-0021","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"198970","ＴＩＭＥ　ＬＵＸＥ　三軒茶屋　　〜刻ノ間（ときのま）〜","東京都","世田谷区太子堂5-20-3","154-0004","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"18739","ＳＨＩＢＵＹＡ　ＨＯＴＥＬ　ＥＮ（渋谷ホテル　エン）","東京都","渋谷区円山町1-1","150-0044","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"187915","ホテルインディゴ東京渋谷　ｂｙ　ＩＨＧ","東京都","渋谷区道玄坂2-25-12","150-0043","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"188089","ＩＮＮ　ＴＨＥ　ＯＭＯＴＥＳＡＮＤＯ","東京都","港区南青山5-1-25 メゾン・ド・ラミアビル7階","107-0062","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"196150","東急バケーションズ東京　二子玉川","東京都","世田谷区玉川1-14-1　二子玉川エクセルホテル東急内","158-0094","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"180690","ｗａｖｅｓ　ｎａｋａｍｅｇｕｒｏ","東京都","目黒区上目黒3-7-6　松村第二ビル3Ｆ","153-0051","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"199093","ｉｌｌｉ　Ｈｏｔｅｌｓ　Ｌｕｍｅ　Ｓｈｉｂｕｙａ","東京都","渋谷区道玄坂2-20-22","150-0043","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"195463","ＡＱＵＡ　ＲＥＳＩＤＥＮＣＥ　三軒茶屋　＾","東京都","世田谷区太子堂1-13-1　AQUA RESIDENCE 三軒茶屋 105","154-0004","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"197551","世田谷千利休マンション","東京都","世田谷区世田谷1-16-24","154-0017","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"181525","南青山１ｓｔ","東京都","港区南青山1-4-3　南青山ファースト201","107-0062","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"162859","ＷＩＳＥ　ＯＷＬ　ＨＯＳＴＥＬＳ　ＳＨＩＢＵＹＡ","東京都","目黒区青葉台4-9-10","153-0042","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"196204","ｉｌｌｉ　Ａｍｕ　Ｓｈｉｍｏｋｉｔａｚａｗａ","東京都","世田谷区代沢5-30-2　A*G下北沢","155-0032","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"197552","Ｐｉａｚｚａ－Ｕ　祐天寺","東京都","目黒区五本木1-29-1 ピアッツァユー","153-0053","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"193103","ＳＬＥＥＰＬＡＢ　ＴＨＥ　ＳＴＡＹ　渋谷","東京都","渋谷区道玄坂2-19-6　901号室","150-0043","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"197738","ルイーゴ世田谷","東京都","世田谷区世田谷4-15-12","154-0017","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"195985","ｉｌｌｉ　Ｔｅｘ　Ａｏｙａｍａ","東京都","港区南青山2-14-15　ＡＯＹＡＭＡ　ＦＵＳＩＯＮビル","107-0062","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"199132","ｉｌｌｉ　Ａｔｒａ　Ａｏｙａｍａ","東京都","港区南青山6-4-14  1F","107-0062","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"195013","フラットＫ　プラム　梅ヶ丘　＾","東京都","世田谷区梅丘1-16-5","154-0022","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"185356","【下北沢で人気のお部屋】シモキタステイ　＾","東京都","世田谷区北沢2-27-2　ＫＩＴＡＺＡＷＡ　ＣＳ　ＨＯＵＳＥ","155-0031","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"190758","渋谷へ電車で４分！芸能人御用達の街、三軒茶屋駅へ徒歩１０分／ゆったり４８平米ＷｉＦｉ有！車も便利　＾","東京都","世田谷区三軒茶屋2-55-8　パレグレイス301号室","154-0024","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"191563","ＯＬＤ　ＨＥＲＩＴＡＧＥ　ＳＨＩＢＵＹＡ","東京都","渋谷区円山町7-15","150-0044","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"197682","マロンハイツ３７","東京都","目黒区中町1-17-8","153-0065","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"190807","築浅デザイナーズ！新宿まで１２分！渋谷、下北沢にも好アクセス！赤ちゃん大歓迎！光ｗｉ－ｆｉ有　＾","東京都","世田谷区宮坂2-12-4　ザ・マスターズステイ302号室","156-0051","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"170889","パレスマーシー１０５／民泊","東京都","世田谷区南烏山1-13-8　パレスマーシー105","157-0062","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"197972","ベリエ三軒茶屋","東京都","世田谷区太子堂2-24-3","154-0004","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"180730","エトワール祖師谷大蔵","東京都","世田谷区祖師谷3-24-5　エトワール祖師谷大蔵2F","157-0072","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"197543","目黒本町","東京都","目黒区目黒本町6-9-13","152-0002","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"197564","グランデュオ白金","東京都","港区白金3-9-12","108-0072","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"180495","ＫＹＯＤＯ　ＨＯＵＳＥ","東京都","世田谷区経堂2-13-19　信長君の砦3F","156-0052","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"190826","２０２４新ＯＰＥＮ！シティパール桜新町　渋谷・新宿・自由が丘に便利なアクセス／民泊","東京都","世田谷区用賀3-6-17　シティパル桜新町","158-0097","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"174316","グランディオーソ初台／民泊","東京都","渋谷区本町1-47-3","151-0071","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"197496","Ｄｏｇｅｎ　Ｓａｕｎａ　＆　Ｓｔａｙ","東京都","渋谷区道玄坂1-19-14COERU渋谷2F/3F","150-0043","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"175673","さくらすてい用賀＃２０１　＾","東京都","世田谷区用賀4－16－6　川村ビル","158-0097","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"175832","さくらすてい用賀＃３０１　＾","東京都","世田谷区用賀4－16－6　川村ビル","158-0097","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"170988","ＡＯＣＡ　Ｋａｍｉｎｏｇｅ／民泊","東京都","世田谷区上野毛3-14-13　ＡＯＣＡ　Ｋａｍｉｎｏｇｅ","158-0093","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"200269","パレグレイス　＾","東京都","世田谷区三軒茶屋2-55-8　パレグレイス７０２．７０３　Ｐａｌｅｇｒａｉｓ","154-0024","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"199164","ｉｌｌｉ　Ｈａｒｂ　Ｓｈｉｂｕｙａ－Ｅｂｉｓｕ","東京都","渋谷区恵比寿1-12-5 4F","150-0013","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"189395","Ｔｕｎｅ　Ｉｎｎ　Ｅｂｉｓｕ　＾","東京都","渋谷区恵比寿3-5-9号　イートス恵比寿201","150-0013","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"188901","ｉｌｌｉ　Ｃｏｍ　Ｓｈｉｍｏｋｉｔａｚａｗａ","東京都","世田谷区北沢2-15-17　4／5Ｆ","155-0031","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"188920","旅館ＹＵＲＩ","東京都","世田谷区南烏山6-35-5","157-0062","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"200267","ＯＲＩＥＮＳ　ＳＨＩＢＵＹＡ　＾","東京都","渋谷区東2-21-13　オリエンス　シブヤ２０１．２０２．２０３．３０１．３０２　ＯＲＩＥＮＳ　ＳＨＩＢＵＹＡ","150-0011","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"186875","レガリアヒルズ／民泊","東京都","渋谷区円山町7-4　レガリアヒルズ渋谷道玄坂","150-0044","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"197541","ＭＡＴＳＵＭＩＺＡＫＡ　ＨＩＬＬ","東京都","目黒区駒場1-4-3","153-0041","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"194277","レガリアヒルズ２０１／民泊","東京都","渋谷区円山町7-4　レガリアヒルズ渋谷道玄坂","150-0044","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"195449","夢玄坂　＾","東京都","渋谷区桜丘町29-22　夢玄坂201","150-0031","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"199717","サンティエコート下目黒　＾","東京都","目黒区下目黒3-14-11　サンティエコート","153-0064","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"169667","下北沢・池の上　＾","東京都","世田谷区北沢1-31-1　Ｔ-ＢＡＳＥ","155-0031","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"189228","ｉｌｌｉ　Ｍａｎｉ　Ｓｈｉｂｕｙａ","東京都","渋谷区宇田川町37-10　麻仁ビル","150-0042","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"198013","マイグレ南青山","東京都","港区南青山1-15-2","107-0062","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"195507","ドミール世田谷／民泊","東京都","世田谷区三宿1-15-11　ドミール世田谷","154-0005","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"199625","渋谷ＡＮＯＮ／民泊","東京都","渋谷区東2-20-5　ANON渋谷A103","150-0011","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"199554","ＩＧＥＴＡ　ＨＯＵＳＥ　ＳＨＩＢＵＹＡ／民泊","東京都","世田谷区池尻3-18-26","154-0001","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"194065","Ｓａｋｕｒａ　Ｈｏｕｓｅ　目黒　＾","東京都","目黒区目黒本町3-20-2　Ｓａｋｕｒａ　Ｈｏｕｓｅ　Ｍｅｇｕｒｏ","152-0002","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"173435","Ｓｈｉｂｕｙａ　Ａｎｏｎ／Ｂｕｉｌｄｉｎｇ　Ａ／民泊","東京都","渋谷区東2-20-5　Ｂｕｉｌｄｉｎｇ　Ａ101","150-0011","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"185191","ＡＢＵＲＡ　ＨＡＵＳ／民泊","東京都","渋谷区上原3-2-2　2Ｆ　ＡＢＵＲＡ　ＨＡＵＳ","151-0064","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"197499","マイグレ　ｐｅｔｉｔ　渋谷原宿","東京都","渋谷区神宮前6-9-6","150-0001","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"181613","三軒茶屋ハウス・Ｏ","東京都","世田谷区太子堂2-9-26","154-0004","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"170278","ＪＲ恵比寿駅徒歩４分★築浅戸建３階建７０平米２ＬＤＫ★定員８名／民泊","東京都","渋谷区恵比寿4-11-2","150-0013","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"173426","Ｓｈｉｂｕｙａ　Ａｎｏｎ／Ｂｕｉｌｄｉｎｇ　Ｂ／民泊","東京都","渋谷区東2-20-2","150-0011","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"196886","ｉｌｌｉ　Ｌａｙ　ＳｈｉｂｕｙａーＥｂｉｓｕ","東京都","渋谷区東3-23-4","150-0011","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"190864","ＬＶＢ渋谷道玄坂／民泊","東京都","渋谷区道玄坂2-20-26　藤和エクシール道玄坂602","150-0043","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"186590","ＬｉｖｅＧＲＡＣＥ　Ｈｏｔｅｌ　渋谷西新宿　＾","東京都","渋谷区本町1-14-6号","151-0071","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"196712","ｉｌｌｉ　Ｔｒｉａ　Ｓｈｉｂｕｙａ","東京都","渋谷区道玄坂1-15-8　ＷＡＶＥ道玄坂　7Ｆ","150-0043","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"186055","ホテルアドネス　＾","東京都","港区南青山4-3-2　Ｈｏｔｅｌ　Ａｄｏｎｉｓ","107-0062","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"173841","Ｃｏｎｔａｃｔｏ　Ｊａｐａｎ／民泊","東京都","世田谷区上祖師谷5-6-6","157-0065","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"176148","サロン渋谷　＾","東京都","渋谷区宇田川町42－12　サロン渋谷","150-0042","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"178179","ＧＯＴＥＮ","東京都","世田谷区太子堂4-24-12","154-0004","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"199727","Ｃｅｎｔｒａｌ　ｓｈｉｂｕｙａ　ｗａｌｋ　５ｍｉｎ／民泊","東京都","渋谷区道玄坂2-19-3　ライオンズ道玄坂611","150-0043","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"200022","ＰＯＫＡ　ＨＯＴＥＬ　ＡＯＹＡＭＡ　ＳＩＸ　＾","東京都","港区北青山1-4-3 青山フォーワンビル６Ｆ","107-0061","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"200451","藤和エクシール道玄坂／民泊","東京都","渋谷区道玄坂2-20-26藤和エクシール道玄坂　Ｔｏｕｗａ　ｅｘｃｉｌ　Ｄｏｇｅｎｚａｋａ","150-0043","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"186362","円山町戸建て／ＴＥＲＲＡＣＥ　ＨＯＵＳＥ　Ｓｈｉｂｕｙａ　Ｍａｒｕｙａｍａｃｈｏ　＾","東京都","渋谷区円山町25-2　ＴＥＲＲＡＣＥ　ＨＯＵＳＥ　Ｓｈｉｂｕｙａ　Ｍａｒｕｙａｍａｃｈｏ","150-0044","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"195479","ＳＴＡＲＲＹ　ＳＴＡＹ　ＨＯＵＳＥ　ＳＨＩＢＵＹＡ　Ｉ　＾","東京都","渋谷区南平台町4-13　STARRY STAY HOUSE SHIBUYA I","150-0036","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"194349","Ｐｏｋａ　Ｖｉｌｌａ　Ａｏｙａｍａ／民泊","東京都","港区南青山4-5-13　Ｐｏｋａ　ｖｉｌｌａ　ａｏｙａｍａ","107-0062","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"201869","目黒区大橋旅館","東京都","目黒区大橋2-5-3","153-0044","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
"192138","Ｔｈｅ　ＳＡＵＮＡ　Ｅｓｃａｐｅ　Ｓｈｉｂｕｙａ","東京都","世田谷区三宿1-2-10","154-0005","D","渋谷・恵比寿・目黒・二子玉川","","","","","","","","","","","","",""
