"hotelNo","hotelName","address1","address2","postalCode","areaCode","areaName","","","","","","","","","","","","",""
"135990","ホテルハナビ","東京都","新宿区百人町2-8-5","169-0073","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"177819","和ノ楓","東京都","新宿区新宿6-12-9","160-0022","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"135981","ＨＯＴＥＬ　ＲＯＣＫＳ新宿","東京都","新宿区新宿2-10-4","160-0022","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"153488","Ｂｏｏｔｈ　ＮｅｔＣａｆｅ＆Ｃａｐｓｕｌｅ","東京都","新宿区歌舞伎町1-15-5","160-0021","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"199254","ＨＯＴＥＬ　みなと　新宿（２０２６／３／３１グランドオープン）","東京都","新宿区歌舞伎町2-5-8","160-0021","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"168725","ビスポークホテル新宿","東京都","新宿区歌舞伎町2-2-17","160-0021","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"182169","旅館　さくら城","東京都","新宿区大京町20-5","160-0015","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"194990","荻窪とんぼホテル　＾","東京都","杉並区上荻1-15-12　荻窪とんぼホテル","167-0043","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"166489","ゲストハウス高円寺純情ホテル　－Ｇｕｅｓｔ　Ｈｏｕｓｅ　Ｋｏｅｎｊｉ　Ｊｕｎｊｏ　Ｈｏｔｅｌ－","東京都","杉並区高円寺南4-40-20","166-0003","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"1404","ヒルトン東京","東京都","新宿区西新宿6-6-2","160-0023","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"177915","ＨＩＭＡＬＡＹＡ　ＣＬＯＵＤ　ＨＯＴＥＬ","東京都","渋谷区幡ヶ谷2-30-2","151-0072","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"181045","Ｈｏｔｅｌ　Ｖｉｎｔａｇｅ　Ｋａｇｕｒａｚａｋａ","東京都","新宿区中里町30","162-0804","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"69292","シタディーンセントラル新宿東京","東京都","新宿区歌舞伎町1-2-9","160-0021","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"183538","ｙｋｓｉ　ＳＡＵＮＡ　＆　ＳＴＡＹ","東京都","新宿区西新宿7-16-2","160-0023","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"181223","ＣＯＣＯＳＨＵＫＵ　中野","東京都","中野区中央4-1-21　新中野明和ビル2-3Ｆ","164-0011","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"149368","ＩＭＡＮＯ　ＴＯＫＹＯ　ＨＯＳＴＥＬ","東京都","新宿区新宿5-12-2","160-0022","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"153562","ＵＮＰＬＡＮ　ｋａｇｕｒａｚａｋａ","東京都","新宿区天神町23-1","162-0808","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"180367","ＢＥＳＴ　ＨＯＴＥＬ","東京都","新宿区百人町1-2-3","169-0073","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"182329","ルアナ渋谷","東京都","渋谷区幡ヶ谷3-8-11","151-0072","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"177543","ホテルパセラリビング","東京都","新宿区新宿6-29-2","160-0022","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"167870","Ｔｈｅ　ＧＬＯＢＡＬ　ＨＯＴＥＬ　ＴＯＫＹＯ","東京都","新宿区百人町1-8-17","169-0073","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"165056","ｂｍｊ　Ｓｈｉｎｊｕｋｕ　Ｏｋｕｂｏ","東京都","新宿区百人町2-22-2","169-0073","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"194932","日の出神楽坂駅前ホテル　＾","東京都","新宿区神楽坂6-38　神楽坂ビル1，2，3，6Ｆ","162-0825","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"173073","ＫＡＲＩＯ笹塚","東京都","渋谷区笹塚1-56-7","151-0073","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"153463","Ｈｏｔｅｌ＆Ｃｏ．　Ｓａｇａｍｉ","東京都","新宿区新宿4-4-18","160-0022","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"149021","ソフィアスホステル","東京都","新宿区大久保1-7-26　1F","169-0072","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"180358","Ｌａｆｆｉｔｔｅ","東京都","中野区東中野4-27-32","164-0003","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"179776","東京新宿亭ホテル　Ａｓａｈｉ　ｇｒｏｕｐ","東京都","新宿区西新宿4-18-6","160-0023","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"180136","ＣＯＣＯＳＨＵＫＵ　新宿花園","東京都","新宿区新宿1-32-11","160-0022","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"184113","グランディオーソ中野富士見町","東京都","中野区弥生町5-11-22","164-0013","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"186782","ロードス神楽坂ホテル　＾","東京都","新宿区細工町1-17　ロードス神楽坂","162-0838","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"196575","ＯＭＡＴＳＵＲＩ　ＢＡＳＥ　Ｎａｋａｎｏｓｈｉｍｂａｓｈｉ","東京都","中野区弥生町2-25-10","164-0013","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"176587","Ｂｏｏｋ　Ｔｅａ　Ｂｅｄ　ＳＨＩＮＪＵＫＵ－ＧＹＯＥＮ","東京都","新宿区新宿1-12-8","160-0022","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"187076","ＳＬＥＥＰＬＡＢ　ＴＨＥ　ＳＴＡＹ　西新宿","東京都","中野区弥生3-1-16 The Baron 302号室","164-0013","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"180424","ＡＰＡＲＴＭＥＮＴ　ＨＯＴＥＬ　ＳＨＩＮＪＵＫＵ（アパートメントホテル　シンジュク）","東京都","新宿区新宿4-4-10","160-0022","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"191855","ＬＵＡＮＡ　ホテル　ｉｎ　高円寺","東京都","杉並区高円寺南4-4-12　高円寺エムズビル","166-0003","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"198344","ｉｌｌｉ　Ｎｕｔｏ　Ｓｈｉｎｊｕｋｕ","東京都","新宿区新宿5-11－2 フィル・パーク新宿三番街II 2F-5F","160-0022","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"197547","中野ファイブ","東京都","中野区中野5-35-14","164-0001","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"184606","ＡＲＴ　ＨＯＴＥＬＳ　ＳＨＩＢＵＹＡ","東京都","渋谷区本町2-4-4","151-0071","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"168371","サクラクロスホテル新宿東","東京都","新宿区新宿7-11-3","160-0022","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"181529","玄の家","東京都","新宿区愛住町4-3　玄の家1号部屋","160-0005","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"192882","ＳＬＥＥＰＬＡＢ　ＴＨＥ　ＳＴＡＹ　Ｃａｓｕａｌ　西新宿","東京都","中野区弥生町4-6-14","164-0013","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"185708","ＪＩＮＧ　ＨＯＵＳＥ渋谷ダブルベッド／新宿・渋谷駅近／民泊","東京都","渋谷区幡ケ谷1-20-1　シティーパル（旧高根ハイツ）103","151-0072","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"193490","ＬＵＡＮＡホテル　新中野駅前","東京都","中野区本町4-46-9加藤マンション","164-0012","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"196206","ＨＯＴＥＬ　ＬＵＡＮＡ　ｉｎ　錦","東京都","中野区中央5-15-4　錦ビル","164-0011","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"168747","ＵＮＰＬＡＮ　Ｓｈｉｎｊｕｋｕ","東京都","新宿区新宿５丁目３－１５","160-0022","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"187077","ＳＬＥＥＰＬＡＢ　ＴＨＥ　ＳＴＡＹ　西新宿Ａｎｎｅｘ","東京都","中野区南台1-5-8 エミリオ西新宿401","164-0014","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"180361","ラフィット東京ＷＥＳＴ","東京都","杉並区西荻南3-5-2","167-0053","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"171874","ＳＴＵＤＩＯ　ＩＮＮ　西新宿","東京都","新宿区西新宿4-38-12","160-0023","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"173090","Ｅｎｚｏ　ＴＯＫＹＯ　Ａ","東京都","杉並区上井草1-32-10","167-0023","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"190542","ＳＬＥＥＰＬＡＢ　ＴＨＥ　ＳＴＡＹ　Ｃａｓｕａｌ　新宿／民泊","東京都","新宿区新宿6-24-1　スワンレイクイン新宿　　501号室","160-0022","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"184910","Ｈｏｔｅｌ　ＱＵＥＥＮ　ＡＮＮＥＸ","東京都","新宿区新宿2-10-6","160-0022","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"190572","新宿ニッカホテル　＾","東京都","新宿区西新宿7-9-7　ニッカビル1Ｆ","160-0023","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"177713","ＬＵＡＮＡホテルｉｎ中野","東京都","中野区中野5-32-21","164-0001","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"197550","旅館「禅」阿佐ヶ谷","東京都","杉並区阿佐ヶ谷北 2-3-4","166-0001","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"189231","Ｍ／Ｗ　ＨＯＴＥＬ","東京都","新宿区四谷4-27-3","160-0004","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"170412","Ｃｅｎｔｒａｌ　Ｆｉｅｌｄ　＾","東京都","中野区本町6-21-16　Ｃｅｎｔｒａｌ　Ｆｉｅｌｄ","164-0012","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"184865","ホテルアマネク新宿歌舞伎町","東京都","新宿区歌舞伎町2-24-10","160-0021","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"190900","ホテルグランフォート　＾","東京都","新宿区百人町1-10-12　ホテルグランフォート","169-0073","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"185252","Ｔｏｐ　Ｅｄｇｅ　Ｈｏｓｔｅｌ　＾","東京都","杉並区高円寺南2-21-7　Ｔｏｐ　Ｅｄｇｅ　Ｈｏｓｔｅｌ","166-0003","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"200018","ＵＲＢＡＮ　ＨＯＵＳＥ　ＫＯＥＮＪＩ　＾","東京都","中野区大和町1-14-4","165-0034","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"182298","神楽坂レトロなＢＡＲとホテル","東京都","新宿区神楽坂4-1-3","162-0825","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"197561","リオグランデ西新宿","東京都","中野区弥生町3-32-2","164-0013","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"195538","Ｎａｎｏ上落合／民泊","東京都","新宿区上落合3-3-6　Nano上落合 106,302,105,212","161-0034","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"190896","Ｄ旅館　歌舞伎町／民泊","東京都","新宿区歌舞伎町2-19-12　レジデンシャルステージ東新宿　204号室","160-0021","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"199064","Ｚｅｎｉｔｈ　Ｓｈｉｎｊｕｋｕ　檜　Ｂ棟","東京都","新宿区上落合3-30-6","161-0034","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"166942","ぷれぜんと","東京都","杉並区永福2-50-18","168-0064","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"180461","Ｎａｎｏ　北新宿","東京都","新宿区北新宿1-12-5","169-0074","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"191158","ＳＬＥＥＰＬＡＢ　ＴＨＥ　ＳＴＡＹ　Ｃａｓｕａｌ　新宿ＩＩ　＾","東京都","新宿区北新宿4-34-16　アヴィニティー東中野　1Ｆ","169-0074","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"200235","ＪＩＭＡ　ｈｏｕｓｅ、高円寺／民泊","東京都","中野区大和町1-9-1","165-0034","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"190061","Ｓｔａｇｅ　ＹＯＵ／民泊","東京都","世田谷区松原3-7-6","156-0043","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"197556","スタイルウッド西新宿","東京都","渋谷区本町2-26-15","151-0071","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"197562","Ｚｅｎｉｔｈ　ｓｈｉｎｊｕｋｕ　檜","東京都","新宿区上落合3-30-4","160-0034","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"197678","Ｍａｒｉｎｅ　Ｃｏｖｅ　初台","東京都","渋谷区本町2-15-1","151-0071","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"197524","Ｃｈｉｌｌ　Ｉｎｎ　方南","東京都","杉並区方南1-26-5","168-0062","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"197544","コンバーテル代田","東京都","世田谷区代田3-58-12","155-0033","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"181646","サクラクロスホテル新宿東アネックス","東京都","新宿区新宿6-23-11","160-0022","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"195143","ベルシャート上北沢／民泊","東京都","世田谷区上北沢4-15-7　ベルシャトー上北沢","156-0057","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"189389","Ｍｉｎｉ　Ｈｏｔｅｌ　Ｓｈｉｎｊｕｋｕ　Ｆｒｏｎｔ　＾","東京都","中野区本町3-33-8　Ｍｉｎｉ　Ｈｏｔｅｌ　Ｓｈｉｎｊｕｋｕ　Ｆｒｏｎｔ","164-0012","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"199063","Ｚｅｎｉｔｈ　Ｓｈｉｎｊｕｋｕ　檜　Ａ棟","東京都","新宿区上落合3-30-5","161-0034","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"195020","椿／民泊","東京都","渋谷区本町6-15-18　Ｔｓｕｂａｋｉ","151-0071","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"197548","ＬＩＶＩＯＮ　Ｖ　幡ヶ谷","東京都","渋谷区幡ケ谷3-18-5","151-0072","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"197560","フラットＫ　プラム　梅ヶ丘","東京都","世田谷区梅丘1-16-5","154-0022","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"185314","渋谷吉祥寺直通「高井戸」駅徒歩５分　東京の山小屋ホテル「ＨＡＣＯＣＯ」　＾","東京都","杉並区高井戸西2-18-25エイトビートビル4Ｆ　エイトビートビル","168-0071","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"200427","Ｒｏｏｔ　Ｂｕｉｌｄｉｎｇ　＾","東京都","世田谷区松原5-3-15　Ｒｏｏｔ　Ｂｕｉｌｄｉｎｇ","156-0043","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"195065","フラワーハウス／民泊","東京都","渋谷区幡ヶ谷3-25-5","151-0072","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"186077","ＳＬＥＥＰＬＡＢ　ＴＨＥ　ＳＴＡＹ　西新宿　＾","東京都","中野区弥生町3-1-16　Ｔｈｅ　Ｂａｒｏｎ3116　302号室　ＳＬＥＥＰＬＡＢ　ＴＨＥ　ＳＴＡＹ　Ｎｉｓｈｉ-Ｓｈｉｎｊｕｋｕ","164-0013","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"169375","Ｕｒｂａｎ　Ｓｔａｙ　Ｓｈｉｎｊｕｋｕ　Ｅａｓｔ　＾","東京都","新宿区大久保二-11--21号　ＵＲＢＡＮ　ＳＴＡＹ　ＳＨＩＮＪＵＫＵ　ＥＡＳＴ","169-0072","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"197549","Ａｃｏｕｓｔｉｃ　ＧＡＲＡＧＥ","東京都","新宿区納戸町15","162-0837","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"170742","ＲＩＫＩ．ＦＬＡＴ　＾","東京都","新宿区若葉2-2-1　ＲＩＫＩ．ＦＬＡＴ","160-0011","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"190644","平成マンション／民泊","東京都","新宿区大久保1-9-24　平成マンション","169-0072","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"171768","ｃａｓａ　ｈａｎａ　＾","東京都","渋谷区幡ケ谷1-4-1　花ビル　カーサ・ハナ","151-0072","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"199771","ミックハウス新宿　国立競技場、東京ドーム、ディズニー便利　＾","東京都","新宿区西落合1-17-8","161-0031","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"197537","Ｖｉｃｔｏｒｉａ下北沢","東京都","世田谷区北沢2-26-3","155-0031","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"197546","エブリネット新宿","東京都","新宿区新宿5-11-26","160-0022","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"172136","将ハウス","東京都","渋谷区代々木1-43-2","151-0053","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"179296","ｂｍｊ　Ｈｙａｋｕｎｉｎｃｈｏ","東京都","新宿区百人町2-11-12","169-0073","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"194804","ＲＨＫゲストハウス／民泊","東京都","杉並区成田東1-8-9　ハイツ大宮","166-0015","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"200380","ＬＥＩＳＵＲＥ　ＨＯＴＥＬ　＾","東京都","中野区中央4-61-2","164-0011","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"194984","Ｅｄｅｎ　Ｈｏｕｓｅ／民泊","東京都","中野区鷺宮3-6-2　Ｅｄｅｎ　Ｈｏｕｓｅ","165-0032","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"200488","高円寺駅より徒歩３分のホステル（ＢＥＤ＆ＢＡＲ　ＭＩＤＵＫＩ）　＾","東京都","杉並区高円寺北3-3-14","166-0002","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"193871","岡田ビル５Ｆ／民泊","東京都","新宿区西新宿7-5-12　岡田ビル","160-0023","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"170197","最大７名！渋谷・新宿すぐ！代田橋駅より徒歩５分！ｗｏｎｄｅｒｆｕｌ　ｓｔａｙＴＯＫＹＯ！　＾","東京都","世田谷区松原1-58-14　ｗｏｎｄｅｒｆｕｌ　ｓｔａｙＴＯＫＹＯ　代田橋","156-0043","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"190641","代々木ニューフラッツ／民泊","東京都","渋谷区代々木1-4-1　代々木ニューフラッツ","151-0053","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"194013","高円寺中野ＶＩＬＬＡ　＾","東京都","杉並区堀ノ内3-52-12　Ｋｏｅｎｊｉ　Ｎａｋａｎｏ　ＶＩＬＬＡ","166-0013","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"190104","Ｃｏｏｌ　ｓｙｏｗａ　ｒｅｔｒｏ　ｓｔｙｌｅ　ＭＡＮＧＡ＆ＡＮＩＭＥ　Ａｐｔ　ＳＩＮＪＵＫＵ　／民泊","東京都","新宿区百人町1-2-9　尚美ビル2　208","169-0073","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"195249","松が丘１丁目　＾","東京都","中野区松が丘1-26-9　松が丘ハウス","165-0024","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"171502","グラシアス渋谷本町　＾","東京都","渋谷区本町4-10-2　Ｇｒａｃｉａｓ　Ｓｈｉｂｕｙａ　Ｈｏｎｍａｃｈｉ","151-0071","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"197535","ＭＡＴＳＵＢＡＲＡ　ＩＮＮ","東京都","世田谷区松原5-27-3","156-0043","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"190863","ＬＶＢ東新宿／民泊","東京都","新宿区大久保1-1-11　コントワール新宿411","169-0072","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"189927","岡田ビル４Ｆ／民泊","東京都","新宿区西新宿7-5-12　岡田ビル","160-0023","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"199909","ＮＥＩＪＵ　Ａｐａｒｔｍｅｎｔ　Ｈｏｔｅｌ　＾","東京都","中野区本町5-29-1 ＮＥＩＪＵ　Ａｐａｒｔｍｅｎｔ　Ｈｏｔｅｌ","164-0012","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"180744","ｉｌｌｉ　Ｎａｋａｎｏ","東京都","中野区新井1-9-4　Ｓ－ｆｉｔビル7、8F","165-0026","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"190639","代々木フラッツ／民泊","東京都","渋谷区代々木1-4-1　代々木フラッツ","151-0053","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"191006","ＵＲＢＡＮ　ＨＯＵＳＥ　ＨＡＴＡＧＡＹＡ　＾","東京都","中野区南台2-31-8　ＵＲＢＡＮ　ＨＯＵＳＥ　ＨＡＴＡＧＡＹＡ","164-0014","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"191007","ＵＲＢＡＮ　ＨＯＵＳＥ　ＮＡＫＡＮＯ　＾","東京都","中野区弥生町5-8-14　ＵＲＢＡＮ　ＨＯＵＳＥ　ＮＡＫＡＮＯ","164-0013","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"171265","新宿坂上ハウス／民泊","東京都","中野区本町2-28-14　Ｓｈｉｎｊｕｋｕ　Ｗａｎｔｏ　Ｈｏｕｓｅ","164-0012","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"193900","Ｓｈｉｎｊｕｋｕ　Ｎａｋａｉ　Ｈｏｕｓｅ　＾","東京都","新宿区中井1-4-3　Ｓｈｉｎｊｕｋｕ　Ｎａｋａｉ　Ｈｏｕｓｅ","161-0035","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"175486","Ｒ－ＩＮＮ　　ＡＲＡＩＹＡＫＵＳＨＩＭＡＥ　＾","東京都","中野区上高田 三-40-8号","164-0002","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"200220","Ｎｉｃｅ　Ｐａｄ　＾","東京都","世田谷区大原2-27-3　２Ｆ","156-0041","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"176798","ＨＯＴＥＬ　ＣＥＮ","東京都","新宿区百人町1-5-19","169-0073","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"195650","シャトレー代々木／民泊","東京都","渋谷区代々木1-10-7","151-0053","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"194019","雀色・方南／民泊","東京都","杉並区堀ノ内2-15-2　リバティーコーポ102","166-0013","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"189422","七宝マンション　＾","東京都","杉並区西荻北3-25-1　七宝マンション402号室","167-0042","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"194564","メゾン柏木／民泊","東京都","新宿区北新宿1-31-14　メゾン柏木","169-0074","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"193962","サンモールクレスト３０６／民泊","東京都","新宿区新宿1-19-10　サンモールクレスト","160-0022","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"181373","Ｈｏｔｅｌ　ＥＬ　Ｓｈｉｎｊｕｋｕ　６","東京都","新宿区西新宿4-37-16","169-0072","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"189587","サンモールクレスト６０７／民泊","東京都","新宿区新宿1-19-10　サンモールクレスト６0７","160-0022","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"189392","新宿シティハウス　Ｓｈｉｎｊｕｋｕ　Ｃｉｔｙ　Ｈｏｕｓｅ／民泊","東京都","渋谷区代々木1-44-5　新宿シティハウス","151-0053","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"200221","Ｇａｒｄｅｎ　Ｈｏｕｓｅ　＾","東京都","世田谷区大原2-27-3　ＧＡＲＤＥＮ　ＨＯＵＳＥ","156-0041","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"169857","ＭＵＳＡＳＨＩ　Ｃｏｎｄｏ　Ｓｈｉｎｊｕｋｕ　＾","東京都","新宿区大久保1-5-4　634　Ｃｏｎｄｏ　Ｓｈｉｎｊｕｋｕ","169-0072","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"187965","ＨＯＴＥＬ　ＫＡＢＵＫＩ","東京都","新宿区歌舞伎町1-16-9","160-0021","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"195509","ＲＥＣＯ　早稲田／民泊","東京都","新宿区早稲田町83-15　Reco早稲田","162-0042","F","新宿・中野・荻窪・四谷","","","","","","","","","","","","",""
"186874","プリネッツ新宿ビル４Ｆ／民泊","東京都","新宿区西新宿7-18-12　プリネッツ新宿ビル","160-0023","F","新宿・中野・荻窪・四谷","","","","","","","",""170213,Ｒａｋｕｔｅｎ　ＳＴＡＹ　東京浅草,東京都,墨田区吾妻橋2-16-6,130-0001,I,上野・浅草・錦糸町・新小岩・北千住
111251,ホテル観月荘　上野,東京都,台東区上野2-14-28,110-0005,I,上野・浅草・錦糸町・新小岩・北千住
166275,ホテルトレンド浅草ＡＮＮＥＸ,東京都,台東区浅草1-12-7,111-0032,I,上野・浅草・錦糸町・新小岩・北千住
177072,ホテルブリリオ浅草橋,東京都,台東区柳橋2-16-16,111-0052,I,上野・浅草・錦糸町・新小岩・北千住
28096,ホテルマイステイズ浅草,東京都,墨田区本所1-21-11,130-0004,I,上野・浅草・錦糸町・新小岩・北千住
163073,相鉄フレッサイン　上野御徒町,東京都,台東区上野1-20-8,110-0005,I,上野・浅草・錦糸町・新小岩・北千住
18248,ビジネスホテル福千,東京都,荒川区南千住5-33-19,116-0003,I,上野・浅草・錦糸町・新小岩・北千住
15007,ホテル柳橋,東京都,台東区柳橋1-3-12,111-0052,I,上野・浅草・錦糸町・新小岩・北千住
52125,サウナ&カプセルホテルニュー小岩３１０,東京都,江戸川区西小岩1-19-24,133-0057,I,上野・浅草・錦糸町・新小岩・北千住
80757,住友不動産ホテル　ヴィラフォンテーヌ東京上野御徒町,東京都,台東区小島2-4-4,111-0056,I,上野・浅草・錦糸町・新小岩・北千住
4958,ビジネスホテル矢野,東京都,江東区森下3-7-7,135-0004,I,上野・浅草・錦糸町・新小岩・北千住
